ID,RawPractice,Type,Theme,Sub-theme,Sub-sub-theme,GuidelineID,NewGuidelineID,OccurrencyGuideline,,Component,Activity,Fragment,BroadcastReceiver,Service,ContentProvider,Manifest,LayoutXML,JetPack
239,"Enable your components to be testable. You should unit test your app as much as possible and your architecture should allow you to do it. If you can’t unit test everything, you should at least cover your business logic with tests. Separation from the real world goes nicely with this. It’s easier to test your business logic if it is clearly separated from the rest of the app.",G,GEN,,,GEN16,Gen2,17,"Design components as independent entities as possibile, build them around the business domain (features of the app) and make them Android-independent",,,,,,,,,
65,The coupling between components should be weak to avoid the modification of other components if one is modified.,G,GEN,,,GEN16,Gen2,17,"Design components as independent entities as possibile, build them around the business domain (features of the app) and make them Android-independent",G,GEN,65,The coupling between components should be weak to avoid the modification of other components if one is modified.,G,GEN,,,
71,"Android does not directly support a general reuse model, since Android fragments must have a UI. To reuse common functionality, that does not have its own UI, a reuse model is required that is tailored to activities.",G,GEN,,,GEN16,Gen2,17,"Design components as independent entities as possibile, build them around the business domain (features of the app) and make them Android-independent",G,GEN,71,"Android does not directly support a general reuse model, since Android fragments must have a UI. To reuse common functionality, that does not have its own UI, a reuse model is required that is tailored to activities.",G,GEN,,,
1,Do not do too much in activities and fragments,B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,x,,,,,,
6,When developing a base activities make sure that it can be easy be used by inherited classes,G,GEN,DEV,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,,,,,,,
81,"2) Modelviewcontroller antipattern. Another poor separation of concerns occurs due to Android’s design that breaks the ModelViewController (MVC) architectural pattern (Krasner et al., 1988; Taylor et al., 2009). In that pattern, a View component provides graphical depictions of information; a Model component contains information to be depicted; and a Controller component maintains consistency between the Model and View. In Android, a Content Provider acts as a Model; the responsibilities of the View and Controller are integrated into one component, an Activity (cf. Section 4.1). This violates the singleresponsibility design principle (Gamma et al., 1994), resulting in a poor separation of concerns that breaks the MVC pattern (Sokolova et al., 2013). This design decision results in an architectural antipattern (Brown et al., 1998), which is a recurring set of architectural elements that together negatively affects the architecture of a system, and renders the system more complex and less maintainable. For example, testing the operations of the View and Controller in Android cannot be done separately Discourages development of “bloated” Activity components that suffer from increased memory footprints and de creased efficiency.",,,,,"GEN2,GEN8",Gen3,"16, 14","Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
23,[BAD] God object,B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,,,,,,,,
32,Do not throw everything in an activity,G,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,,,,,,,
38,Do not put logic in the views,B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,x,,,,,,
43,Avoid God Classes by creating a superactivity,B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,,,,,,,
82,Activities and Fragments should only contain logic that handles UI and operating system interactions.,G,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,x,,,,,,
139,Use a single activity for the whole flow,G,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,,,,,,,
150,Activities and Fragments become very large and difficult to maintain,B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,x,,,,,,
152,"Unit testing becomes challenging, if not impossible, because a lot of the logic lives within the Activities or Fragments that are arduous to unit test.",B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,x,,,,,,
161,"Activities and Fragments become very lightweight. Their only responsibilities are to set up/update the UI and handle user events. Therefore, they become easier to maintain.",G,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,,,,,,,,
240,"God Activity: We have an activity that touches databases, goes to the Internet, does parsing, spawns threads, and renders data. So, all the stakeholders are looking at the single class, none of the concerns is separated, it’s not testable, and business logic is mixed with the Android stuff.",B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,,,,,,,
254,Activities were often bloated with multiple responsibilities. There was a lot of code duplication custom views and custom logic.,B,GEN,ACT,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",,x,,,,,,,
64,"Parts of code integrated into single Activity cannot be reused, methods can only be copied to another Activity making the redundant code. Any additional View and action complicates the Activity. A modification of one action repeating on several screens requires modification in all related Activities (assuming one Activity per screen). Activity can contain the implementation of very different actions non related to each other, this can make the Activity very complex, unreadable and incomprehensible. Activity is kept in memory while the application is running, thereby a very big Activity affects performance. Finally, the modification in the user interface and application logic can lead to the need of full redevelopment of all Activities.",B,GEN,,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",B,GEN,64,"Parts of code integrated into single Activity cannot be reused, methods can only be copied to another Activity making the redundant code. Any additional View and action complicates the Activity. A modification of one action repeating on several screens requires modification in all related Activities (assuming one Activity per screen). Activity can contain the implementation of very different actions non related to each other, this can make the Activity very complex, unreadable and incomprehensible. Activity is kept in memory while the application is running, thereby a very big Activity affects performance. Finally, the modification in the user interface and application logic can lead to the need of full redevelopment of all Activities.",B,GEN,,,
70,Developer should avoid high hierarchy between Fragments within a single Activity as parent Fragment is linked to the child Fragments. Activities make components more independent and simplifies the Fragment management.,G,GEN,,,GEN2,Gen3,16,"Counter the tendency of Activities to grow too big in size, e.g. due to functionality/responsability bloat. ",G,GEN,70,Developer should avoid high hierarchy between Fragments within a single Activity as parent Fragment is linked to the child Fragments. Activities make components more independent and simplifies the Fragment management.,G,GEN,,,
46,No more than 1.000 lines per component\class,B,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
47,Methods should be kept small,B,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
11,"when talking about module, we have a feature A and feature B, it is good to separate into two submodules.",G,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
48,Respect separation of concern at method level,G,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
51,"[...] the application structure consists of a set of monolithic classes. These classes group almost all project code in a few classes, thus this application does not present a well modularized architecture.",B,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
105,"Separating project into a few modules should give you some profits. You can have abstract layers physically located in different modules, each module has its own build configuration, so you can customize dependencies for each of them. For example UI module doesn’t have to see database or network models, and low level modules don’t have to access libraries for animations, UI binding etc. With Android Gradle Plugin 3.0 or higher, modularization also increases building speed and makes solid fundaments for developing Instant Apps. Keep in mind, that modularization will be easy to achieve and low at cost at the beginning of project development, but when project is mature it will require much more effort.",G,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
92,"Create welldefined boundaries of responsibility between various modules of your app. For example, don't spread the code that loads data from the network across multiple classes or packages in your code base. Similarly, don't define multiple unrelated responsibilities—such as data caching and data binding—into the same class.",G,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
237,"Encourage separation of concerns. What I have said before is an example of separation of concerns. We encourage that particular approach because it maps nicely to the organization of teams and project phases, but your architecture should also encourage separation of concerns generally. Separation of concerns, or the single responsibility principle, says that every component should have only one reason to change.",G,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
94,"Consider how to make each module testable in isolation. For example, having a welldefined API for fetching data from the network makes it easier to test the module that persists that data in a local database. If, instead, you mix the logic from these two modules in one place, or distribute your networking code across your entire code base, it becomes much more difficult—if not impossible—to test.",G,GEN,INTER,"SEP, INT",GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
141,"[A Component] Has a single, well defined responsibility. The most important property of a Component is it should do just one thing. Nearly all Components in our app are currently about 100 –120 lines. When a Component starts getting bigger, we break it into more Components.",G,GEN,INTRA,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
18,[GOOD] Separation of responsibility: one component should do only one thing good,G,GEN,INTER,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
25,[BAD] Not using a dedicated business logic layer,B,GEN,INTRA,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
26,[BAD] Not using a dedicated data holding layer,B,GEN,INTRA,SEP,GEN8,Gen4,14,"The app architecture should embrace and encourage separation of concerns in different modules. Modules should possess well defined responsibility boundaries, a purpose, (set of) functionality, and configuration. ",,,,,,,,,
2,"Stick to a precise architecture, e.g. MVP and MVVM",G,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
5,"When starting a new project, use directly MVP",G,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
15,"Separate the code into the components of MVP, MVC",G,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
28,[BAD] Singleton,B,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
34,"Use a separate model for the network, then create a model internal to the app",G,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
42,Architecture needs to be in line with the project,G,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
168,MVVM can not be justified for small projects.,B,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
229,"[...] Onion Architecture, Hexagonal Architecture (also known as Ports and Adapters) and the popular Clean Architecture, among other layered architectures. Though these approximations have their own fancy names and could seem completely different, they share a lot in common. In fact, its main intent is the same: Achieve a highlevel separation of concerns by layering.",G,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
230,[General on styles] There are a lot of scenarios where we aren’t gonna need that level of adaptability. Especially in mobile applications in which the domain logic is really close to the view. Prematurely creating that kind of indirection and isolation is usually a waste of time and it may be a bit overkill.,B,GEN,AA,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
118,"Another important thing is different entities for each layer of application. As dependency inversion principle works in the other way works additional fields decreasing. The purpose of different entities for each layer is to reduce the amount of information inner layer may depend on. E.g., you don’t need api version at your entity in domain and presentation layers of your application, you only need this property in data layers.",G,GEN,,,GEN1,Gen5,10,"When starting a new project, select an appropriate architectural style to adhere to (e.g. MVP or MVVM). This is done in order to have clearly separated components, roles, and responsibilities.",,,,,,,,,
29,"[BAD] Directory/file structure should be tidy: if there is a mix in the folders, there is a mix also in the code, similar stuff should go in the same folder/subfolders.",B,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
45,Use a tidy folder structure and file layout,G,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
55,3) We also analysed the package organization of each selected application in order to identify whether the separation into architectural components as reflected in the package structure.,G,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
56,"3.1) many applications grouped their classes based on the MVC components, creating a separated package for each architectural component (model, view or controller)",G,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
57,"3.2) On the other hand, some applications have grouped their classes according to the business concern.",G,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
111,Code/package organization is one of the key factors of a good architecture: package structure is the very first thing encountered by a programmer when browsing source code. Everything flows from it. Everything depends on it.,G,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
195,I consider code/package organization one of the key factors of a good architecture: package structure is the very first thing encountered by a programmer when browsing source code. Everything flows from it. Everything depends on it. Either package by layer of functionality.,G,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
256,"For example, you should be able to look at a package structure and understand how it’s organized. I often think about this from the perspective of writing open source code: would my code be apparent to I don’t know, and who isn’t on my team?",G,GEN,PKG,,GEN14,Gen6,8,Organize your Java/Kotlin packages either by layer or app feature.,,,,,,,,,
22,"[BAD] Not using the compatibility library (makes new features backwards compatible), called “compat library”.",B,GEN,LIB,WHEEL,GEN11,Gen7,7,Take full advantage of libraries. Do not try to reinvent the wheel and loose time by implementing boilerplate code. Focus on what makes your app stand out from the rest and delegate what is left to libraries.,,,,,,,,,
41,Use a library to manage images,G,GEN,LIB,WHEEL,GEN11,Gen7,7,Take full advantage of libraries. Do not try to reinvent the wheel and loose time by implementing boilerplate code. Focus on what makes your app stand out from the rest and delegate what is left to libraries.,,,,,,,,,
95,"Focus on the unique core of your app so it stands out from other apps. Don't reinvent the wheel by writing the same boilerplate code again and again. Instead, focus your time and energy on what makes your app unique, and let the Android Architecture Components and other recommended libraries handle the repetitive boilerplate.",G,GEN,LIB,WHEEL,GEN11,Gen7,7,Take full advantage of libraries. Do not try to reinvent the wheel and loose time by implementing boilerplate code. Focus on what makes your app stand out from the rest and delegate what is left to libraries.,,,,,,,,,
171,"Don’t Reinvent the Wheel. Initially, I had a bad idea of not using opensource libraries. Whatever I needed, I just wanted to make it myself. It’s was seriously a terrible idea. Focus more on the core business logic of your app. If you want to make network calls in your app, you don’t need to make a Retrofit yourself.",M,GEN,LIB,WHEEL,GEN11,Gen7,7,Take full advantage of libraries. Do not try to reinvent the wheel and loose time by implementing boilerplate code. Focus on what makes your app stand out from the rest and delegate what is left to libraries.,,,,,,,,,
172,"There are lots and lots of opensource libraries available in Github for you to use for FREE. But don’t get too excited and start using libraries blindly. Check the number of stars that particular library has, the more the better. Check if the author of that library have also created some other popular libraries as well. Check the issues (both open and closed), which can give you a better idea of how robust and stable the library is in production. If you can afford the time, you should dive into the code of that library and check yourself if its really worth it.",M,GEN,LIB,WHEEL,GEN11,Gen7,7,Take full advantage of libraries. Do not try to reinvent the wheel and loose time by implementing boilerplate code. Focus on what makes your app stand out from the rest and delegate what is left to libraries.,,,,,,,,,
174,"Never ever, ever make the mistake of releasing your app on the Play Store without using ProGuard. ProGuard not only minifies your code, but it obfuscates your code making it harder for reverseengineers to understand, replicate and manipulate it.",B,GEN,LIB,WHEEL,GEN11,Gen7,7,Take full advantage of libraries. Do not try to reinvent the wheel and loose time by implementing boilerplate code. Focus on what makes your app stand out from the rest and delegate what is left to libraries.,,,,,,,,,
269,"Use as much as possible the Android components, e.g. someone used a bloatware custom dock instead of using stock Android library.",G,GEN,LIB,WHEEL,GEN11,Gen7,7,Take full advantage of libraries. Do not try to reinvent the wheel and loose time by implementing boilerplate code. Focus on what makes your app stand out from the rest and delegate what is left to libraries.,,,,,,,,,
96,"Persist as much relevant and fresh data as possible. That way, users can enjoy your app's functionality even when their device is in offline mode. Remember that not all of your users enjoy constant, highspeed connectivity.",G,GEN,DATA,,GEN17,Gen8,7,Locally cache data for supporting offline-first experience,,,,,,,,,
138,"If the app isn't designed with care, it can request data that it doesn't need, which places a performance burden on the device, and on the network. If the data is stored or synchronized with a remote database, this can also slow the app and waste the user's data plan. The paging library addresses issues with existing solutions.",G,GEN,DATA,,GEN17,Gen8,7,Locally cache data for supporting offline-first experience,,,,,,,,,
202,"In Android screen orientation change is a challenging problem. The simplest way to deal with that is to ignore it. Just reload everything on each screen orientation change. This is a completely valid solution. Most of the time your app works offline too so that data comes from a local database or another local cache. Therefore, loading data is superfast after screen orientation changes. However, I personally dislike seeing a loading indicator [...]",B,GEN,DATA,,GEN17,Gen8,7,Locally cache data for supporting offline-first experience,,x,x,,,,,,
